key,input,sexual_stage,asexual_blood_stage
9133fe2cbbc9cd62c68820c437cb772e,CC(=O)O[C@H]1C[C@@H]2C(C)(C)C(=O)C=C[C@]2(C)[C@@H]2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)C4O[C@@]43[C@]12C,0.08649068913496777,0.3573761233209931
5db0896a5da2dee461e32564c6e99c33,COc1ccc(-c2oc3cc(OC)c(OC)cc3c(=O)c2O)cc1OC,0.8566634115036493,0.7881602058800442
827fe81ccd9d134d9623ca80cef4e975,COc1ccc(-c2oc3cc(OC)c(OC)cc3c(=O)c2O)cc1O,0.9807100465342173,0.8057477160912919
e895b770c4b6d5076204f8458bdfde88,Cc1cc2c(cc1OC1C(=O)C(=O)c3ccccc3C1=O)C(=O)c1ccccc1C2=O,0.644717584551443,0.7111335472664696
8cca47657a751c4756af781d2e736c28,CC1(C)C=Cc2cc3c(cc2O1)OC[C@@H]1c2cc4c(cc2O[C@@H]31)C=CC(C)(C)O4,0.0615391056302875,0.3492478083185603
3855939951791e62f6a65068c2503b3a,CC(C)=CCc1cc2c(cc1O)OC[C@@H]1c3ccc(O)cc3O[C@@H]21,0.002979438624941545,0.2765018884387407
97a0a7578b9c9d83e9311a210543bae8,COc1c(O)cc(-c2coc3cc(O)ccc3c2=O)cc1O,0.12699711513991266,0.8057404663333566
68e2d5c4ca91f9b058a036ab3ef4fcc7,COc1c2c(cc3oc(=O)c(-c4ccc(O)cc4)c(O)c13)OC(C)(C)C=C2,0.440372906543309,0.44332296292380957
44bc7c7110731ebab8085b9cfceb7bce,CC1(C)CCC[C@@]2(C)[C@@H]1CC[C@]1(CO1)[C@@H]2C/C=C1\CCOC1=O,0.0008887945942537839,0.24494447656746227
9092d89b426e7b66237b6a14acb6a5fd,CC1(C)CCC[C@@]2(C)[C@@H]1CC[C@]1(CO1)[C@@H]2C[C@H](O)c1ccc(C=O)c(/C=C/[C@H]2[C@@]3(CC[C@H]4C(C)(C)CCC[C@@]42C)CO3)c1,0.019311229533441762,0.39952422890975997
4e4b17e00e4a5e5fcb5d35d2081c8b0c,CC1(C)CCC[C@@]2(C)[C@@H]1CC[C@@]1(C=O)[C@H](O)CC(C=O)=CC[C@H]21,0.014873995267745185,0.33104308930625664
e4bab4e081f84e5dde319fe6484acea2,CC1(C)CCC[C@@]2(C)[C@@H]1CC[C@]1(CO1)[C@@H]2C/C=C(/C=O)CC=O,0.004353583965871556,0.09078824693651116
fe77158562251b6e57588a0401ea4058,CC(=O)OC1C(=O)c2c(O)cc(O)cc2O[C@H]1c1ccc(O)cc1,0.4113343271816368,0.5010161004036743
8d1a9f611976f1c44e4a8b3faeaa8765,O=C1C(O)c2c(O)cc(O)cc2OC1c1ccc(O)cc1,0.45519879587713535,0.413404807176832
cf0d8aa5b7c356b84303b4436bf2dbda,CC1(C)[C@H]2C[C@@H](O)[C@@](O)(CO)[C@H](C[C@H](O)C3CCOC3=O)[C@@]2(C)CC[C@@H]1O,0.0014702401876949792,0.34970411373256477
94c25a36d9e1a306f80494114a08bca9,COC(=O)/C(=C/C[C@@H]1[C@@]2(C)CC[C@H](O)C(C)(C)[C@H]2C[C@H](O)[C@]12CO2)CCO,0.0002603720384763038,0.09079902555553951
8ff6237d1fddcaf58add589f6649bac4,C=C[C@@](C)(O)CC/C=C(\C)CCC=C(C)C,0.8443438553667482,0.5789527196262771
38ddfccbc55d3fd08cae0f2ea3b31f5b,CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,0.3426505554450628,0.504870016190143
c896f70e95471d381d0132eb6ec4b17f,COC(=O)/C(=C/C[C@H]1[C@]2(CC[C@@H]3C(C)(C)[C@@H](O)CC[C@@]31C)CO2)[C@H]1CO1,0.0037274995042093978,0.4348276040149532
700de9cff4a4b1bc2c2194d57b1539e6,COC(=O)/C(=C/C[C@H]1[C@@]2(CO2)C[C@@H](O)[C@@H]2C(C)(C)[C@@H](O)CC[C@@]21C)[C@H]1CO1,0.015262154332581745,0.3418538918243253
7d37fc9809f58a6548a4ab6749d34991,CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@@H]3C[C@@H](C)[C@H]21)C(C)C,0.33423545314632397,0.5854073294073293
65345e4d56ee82b9ab1e2a1b7a01b988,CC[C@@H](CC[C@H](C)[C@H]1CC[C@@H]2[C@H]3CC=C4C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)[C@@H]3CC[C@@]21C)C(C)C,0.8111229521857288,0.48543836239488414
20c863d75767e49e1c6dd7cade9c1ba4,C=C1C(=O)O[C@@H]2/C=C(/COC(C)=O)CC/C=C(/C=O)C[C@@H](OC(=O)C(C)CC)[C@@H]12,0.013642623453237862,0.2516893490999295
1c02d27936c90817379ab0bdd3429b85,C=C1C(=O)O[C@@H]2/C=C(/COC(C)=O)CC/C=C(/C=O)[C@H](OC(C)=O)[C@@H](OC(=O)C(C)CC)[C@@H]12,0.043757495813039886,0.3801317635593323
432d40e40a53547ffd07c04a4ff15442,C=C1C(=O)O[C@@H]2/C=C(/COC(C)=O)CC/C=C(/C=O)C[C@@H](O)[C@@H]12,0.008063186247289727,0.39896624751419724
1d0f461ec34074973f57d55ae3815db4,CC1C(=O)O[C@@H]2C[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,0.025527583156976945,0.41997857875144134
d65319e777f0d454af1fc8fe19c48208,Cn1c2c3ccccc3nc-2cc2ccccc21,0.7888573109293868,0.7635962987757117
79e7cb04c83af7bd86f199d747763495,COc1cc(CO)c(-c2ccc3c(c2O)[C@H](C)C[C@@H](C)C3)c2cccc(O)c12,0.805380228485785,0.8743987882006261
de89e2d496b83507f1aa21d9b743357c,COc1cc(C)cc2ccc(-c3ccc4c(c3O)[C@@H](C)N[C@@H](C)C4)c(O)c12,0.8923075918102166,0.7475789453235034
f65226850efbe2060dbcb258c9a2f850,COc1cc(C)c(-c2ccc(O)c3c2C[C@H](C)N[C@@H]3C)c2cccc(O)c12,0.6511477150742447,0.7480547199582737
76966d3e504e4a16c538e4bd5f8b4996,COc1cccc2c(-c3ccc4c(c3O)[C@@H](C)N[C@@H](C)C4)c(CO)cc(OC)c12,0.842350677600995,0.7449116453597451
3dca3b75e91bb0e0842e131bececf400,COc1cccc2c(-c3ccc4c(c3O)[C@@H](C)N[C@H](C)C4)c(C)cc(OC)c12,0.8953930972255194,0.6727054682289076
0ac709046c71d9102adf6475bdc6ac78,COc1cc(CO)c(-c2ccc3c(c2O)[C@@H](C)N[C@H](C)C3)c2cccc(O)c12,0.7471857808326392,0.8527120412126743
f888042cf7dff08085c9deb4bf74c2ac,COc1cc2c(=O)oc3c4c(ccc3c2c2cccc(O)c12)C[C@@H](C)N[C@H]4C,0.508955148725701,0.759998499522309
e9b6469dad5ff24cefd1d1b92ec6c073,COc1c(-c2c(C)cc(OC)c3c(O)cccc23)ccc2c1[C@H](C)N[C@H](C)C2,0.6624940038607546,0.7388947658646496
94e8ee7962f674ead57e7a8f2759e152,COc1cc(C)c(-c2ccc3c(c2O)[C@H](C)N[C@H](C)C3)c2cccc(O)c12,0.6460114898721805,0.7794660229291442
378bfc598c5c5cab63d31645ce0821c2,COc1cc(C)cc2c(-c3c(O)ccc4c3C[C@@H](C)N[C@@H]4C)cc(-c3ccc4c(-c5c(O)cc(O)c6c5C[C@@H](C)N[C@@H]6C)c(C)cc(OC)c4c3O)c(O)c12,0.9999990337961111,0.6193522267206478
231337d8340dc7cd20d82bdfdf884aef,COc1cc(C)cc2c(-c3ccc(O)c4c3C[C@@H](C)N[C@@H]4C)cc(-c3ccc4c(-c5ccc(O)c6c5C[C@@H](C)N[C@@H]6C)c(C)cc(OC)c4c3O)c(O)c12,0.9940021756889605,0.7189973614775726
951101a923b6984296c987fad4779727,COc1cccc2c(-c3cc(-c4cc(-c5c(C)cc(OC)c6c(OC)cccc56)c(O)c5c4C[C@@H](C)N[C@@H]5C)c4c(c3O)[C@@H](C)N[C@H](C)C4)c(C)cc(OC)c12,0.8215250180407273,0.603016533016533
912cc808794cd7743bd6f3e00fbe31d7,COc1cc([C@H](O)c2cc3c(cc2O)[C@@H](C)N[C@H](C)C3)cc2ccc(-c3ccc4c(-c5ccc6c(c5O)[C@@H](C)N[C@H](C)C6)c(CO)cc(OC)c4c3O)c(O)c12,0.9946241141139474,0.6231935978603038
81df0241d901ed78cf53228a594574e6,O=C1O[C@@H]2[C@@H](OC(=O)c3cc(O)c(O)c(O)c3-c3c1cc(O)c(O)c3O)[C@@H](O)O[C@@H]1COC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(=O)c4oc(O)c5c(c(O)c(=O)c6oc(O)c3c4c56)-c3c(cc(O)c(O)c3O)C(=O)O[C@@H]21,0.9945798741036905,0.5299886822707711
fc86eef790cec22fee28d6a94fd9b9f2,C=C1[C@H]2CC=C3C(=O)OC[C@]3(O)[C@@]2(C)CC[C@@H]1C,0.047677367337592036,0.26394317233476183
bad69e3ded80acaafda957a2c385107a,C=C1[C@H]2CC=C3C(=O)O[C@@H](O)[C@]3(O)[C@@]2(C)CC[C@@H]1C,0.007240812646098139,0.33382464809105256
ddfadf4f6a4c0b78a7d118e75687b7e6,C=C1[C@@H](C)CC[C@@]2(C)[C@@H]1[C@@H](O)C=C(C=O)[C@]2(O)C=O,0.0258795488031076,0.5085619139467574
360ea043bc05c1efba09ac0c45b28626,CC1(C)CCC[C@]2(C)[C@H]3COC(=O)C3=CC[C@@H]12,0.009446960430506036,0.24943784077010417
9bd03cf90557825a3fe6df7767b39db7,COC(=O)C1CC[C@]2(C)[C@H]3COC(=O)C3=CC[C@H]2C1(C)C,0.026882225851339456,0.3923663292379602
0e854905c37c3ca628c3061e92a5a7e4,CC1(C)CCC[C@@]2(C)[C@H]1[C@@H](O)C=C(C=O)[C@]2(O)C=O,0.031134866967986754,0.34798886728737505
f512813d827ea024efe04ab435ebdfe6,CC1(C)CCC[C@]2(C)C3=C(COC3=O)[C@H](O)C[C@@H]12,0.003922512855342878,0.44266098266098264
8f26a2aa8f3473ae0e660a54dc059968,C=C1[C@H](C)CC[C@]2(C)C3=C(COC3=O)[C@H](O)C[C@@H]12,0.009138752965689285,0.42244292812369527
ed539697667961ea5a93c66d285b01be,COc1c(O)cc2oc3c(O)cccc3c(=O)c2c1O,0.8408064338072191,0.7796267975286919
3e0749467ebdc13c354fab2ece148f1a,CC(C)=CCC1C(=O)c2c(cc3c(O)c(C)cc(O)c3c2O)C(CC=C(C)C)(CC=C(C)C)C1=O,0.9491679116741634,0.6970840793400035
7b19b07c34176af6946126fdd663ef0a,CC1(C)C=Cc2c(c(O)cc3c2OC[C@@H]2c4ccc5c(c4O[C@H]32)OCO5)O1,0.05238423869533788,0.3735800920642871
1bca6afdf12e09e3137b2edc04c423f7,CC1(C)C=Cc2c(c(O)cc3c2OCC(c2ccc4c(c2O)OCO4)C3=O)O1,0.41815517520868356,0.4715986915543601
df0b16785fcb1de8e9f8ae4c02a613ed,CC1(C)C=Cc2c(cc3c(c2O)C(=O)C(c2ccc4c(c2O)OCO4)CO3)O1,0.06012323006588207,0.5867931160951703
80881420125fc760ec75da5d50bba9ec,COc1ccc(C2COc3c4c(cc(O)c3C2=O)O[C@](C)(CCC=C(C)C)C=C4)c(O)c1O,0.3567756791888255,0.7019290796636702
7ff3dff7c55c51b5335e802cc33808d1,COc1ccc(C2COc3cc4c(c(O)c3C2=O)C=C[C@@](C)(CCC=C(C)C)O4)c(O)c1O,0.11899482079695704,0.6084699261013063
43b71d86b7c57c34ff4cc5342b70d100,COc1ccc(C2COc3c(ccc4c3C=C[C@@](C)(CCC=C(C)C)O4)C2)c(O)c1O,0.957069983449508,0.7275898623004167
cb766bc4365426cef45082bd1105c5df,C=C(CO)[C@H]1Cc2c(ccc3c2O[C@H]2CCc4cc(OC)c(OC)cc4C2C3=O)O1,0.05872424495663329,0.48178178253223847
72d3eeb3d2114a0db94b8a7a0044c6e6,C=C(CO)[C@H]1Cc2c(ccc3c2O[C@H]2CCc4cc(OC)c(OC)cc4[C@]2(O)C3=O)O1,0.5327436411523492,0.6864623995191946
8d4b3e631f1c832b222fcaf117419e4d,COc1cc(O)c(-c2c(C)cc(OC)c3c(OC)cccc23)c2c1[C@H](C)N[C@@H](C)C2,0.9745663725054194,0.7821013650956943
67a1bd37254ecb5fb5319984a9386ae3,COc1cc(OC)c(-c2ccc(OC)c3c(OC)cc(C)cc23)c2c1CN[C@@H](C)C2,0.8134733055818061,0.564006602990104
f1cb685dd2b3f950de6ef6b4cce9d96a,COc1cc(OC)c2c(OC)cc(C)c(-c3c(OC)cc(OC)c4c3C[C@H](C)N(C)[C@@H]4C)c2c1,0.7671559647873402,0.3254204390503303
b1216bf1c531649884203b2129f405a3,COc1cc(OC)c2c(c1-c1ccc(OC)c3c(OC)cccc13)C[C@H](C)N(C)[C@@H]2C,0.3116891674363533,0.5274548999480257
9a9a12a65776572c70ec47e0e0f9c399,COc1cc(OC)c2c(c1-c1c(C)cc(OC)c3c(OC)cccc13)C[C@H](C)N(C)[C@@H]2C,0.24772078117809782,0.6816626313069623
3aa409e5ac7f5d773cfaff61ebc3e8fa,c1ccc2nc3c(cc2c1)[nH]c1ccccc13,0.8552290312202976,0.991552795031056
cd70347e5bb622093c2599a125fd8780,Cn1c2c3ccccc3nc-2c(-n2c3ccccc3c3nc4ccccc4cc32)c2ccccc21,0.9275657935451926,0.8197488128300932
64145113d50190042b8181c1e5819180,CN1C2=CC(=O)c3ccccc3N[C@@H]2c2ccccc21,0.04968178955160406,0.44079401001688
8c08ab14b89762c05550d4c5e3f81614,Cn1cc2c3ccccc3nc-2c2ccccc21,0.12416858740569832,0.7280139409368945
e70f44b573a4483cd3a23bca3a281e33,Cn1c2nc3ccccc3c-2cc2ccccc21,0.7408986366894885,0.7534925932233832
66865dacc77fb6d1e24d574a148998b6,CN1c2ccccc2C(c2c3nc4ccccc4c-3n(C)c3ccccc23)=C2N=C3CC=CC[C@H]3[C@@H]21,0.5317071390613475,0.565147044313711
764820c99724f60655a5babbdc0a4163,CC1(C)CCC[C@@]2(C)[C@@H]1CC[C@]1(CO1)[C@@H]2C/C=C(\C=O)CC=O,0.004353583965871556,0.09078824693651116
bbfba3dd5af4d2a668b0b39f6409679e,C=C1CC[C@@H]2C(C)(C)CCC[C@]2(C)[C@H]1C/C=C(\C=O)CC=O,0.025750892281347824,0.22713318259743437
f62926e607d1f27c216179b42c5f07d7,C=C1CC[C@@H]2C(C)(C)CCC[C@]2(C)[C@H]1C/C=C(\C=O)CC(OCC)OCC,0.14220371150332048,0.525146723120188
cf818eb298e8687c61aa5c9b2519a50b,C=C1CC[C@@H]2C(C)(C)CCC[C@]2(C)[C@H]1[C@@H]1C=C(C=O)C[C@H](O)OO1,0.07106414362238257,0.4244560647569072
827ade13479f38bf4ea7ef9e4f29aab1,CC1(C)CCC[C@@]2(C)[C@@H]1CC[C@@]1(CO1)[C@@H]2C/C=C1\CCOC1=O,0.0008887945942537839,0.24494447656746227
0700ccf1f12f0d5c0c394b5fa935ea31,CC(C)=CCc1c(O)cc2c(c1O)C(=O)C(c1ccc(O)cc1O)CO2,0.026067686206639268,0.505933496174062
d1f0dc7a7f988984ae5c482a141a3ff7,COc1ccc([C@H]2Oc3cc(O)cc(O)c3C(=O)C2C2C(=O)c3c(O)cc(O)cc3O[C@@H]2c2ccc(OC)cc2)cc1,0.706840498144174,0.42120814722174926
b13f2dad16f339d2123c4a8b757aa10e,COc1ccc([C@H]2Oc3cc(O)cc(O)c3C(=O)C2C2C(=O)c3c(O)cc(O)cc3O[C@@H]2c2ccc(O)cc2)cc1,0.7784933914783684,0.42120814722174926
74a43526306df650518c3b3c6ed5b04b,C[C@H]1c2ccoc2C[C@@H]2[C@@H]1CC[C@H]1C(C)(C)CCC[C@]21C,0.004994442673462736,0.2763656498489312
b3ea0353cff567ad7e67edf7c833c016,C[C@H]1c2ccoc2C[C@@H]2[C@@H]1CC[C@@]1(O)C(C)(C)CCC[C@]21C,0.013500599239280589,0.44163408253557696
a1bb41210e996faace5b70addc1fbfb2,COC(=O)[C@@]1(C)CCC[C@]2(C)[C@@H]3Cc4occc4[C@H](C)[C@H]3CC[C@H]21,0.12683999691524073,0.2857530433727463
795eac2b48082485e4a5a766b5653443,COC(=O)[C@@]1(C)CCC[C@]2(C)[C@@H]3Cc4occc4[C@H](C)[C@H]3CC[C@@]12O,0.034693771944420054,0.27765235688081397
1c5c522fa0991af89c4978a7792b5a0c,C[C@H]1c2ccoc2C[C@@H]2[C@@H]1CC[C@@]1(O)[C@@](C)(C(=O)O)CCC[C@]21C,0.020249557150018353,0.3205399136695681
09618c5c74a3498b1d52ec88dc99a8a3,COc1ccc([C@@H]2CC(=O)c3c(O)c4c(c(CC=C(C)C)c3O2)OC(C)(C)C=C4)cc1,0.14126761635354973,0.3895078174903396
d3cc470f217c4f380f239146d1e5d4f2,COc1cc(O)c(OC)c(O)c1C(=O)C=Cc1ccccc1,0.054959893598356485,0.6612786546850706
5a97704d30facd9154c89cd870f5dea7,COc1cc(O)c(C(=O)C=Cc2ccccc2)c(OC)c1,0.18493586461487346,0.825691095163639
81ba15316b39735230f1260bf7f09d5d,COc1c(O)cc2c(c1O)C(=O)C([C@H](O)c1ccccc1)CO2,0.3313946987633043,0.5413652924707857
b3506719375ff556ccae3021268483f2,COc1cc(O)cc(O)c1C(=O)C=Cc1ccccc1,0.35300987998315264,0.725715496132246
d4bb62ce67729c55df914f88eacc0618,COc1cc(O)c(C(=O)C=Cc2ccccc2)c(O)c1OC,0.5179969576611766,0.7066084154118054
f60410bf4e3fce0a7c3289cbd0fb8603,COc1cc(O)c(C(=O)CCc2ccccc2)c(O)c1,0.08739247178386177,0.5603533738803592
323d7b18e228499cfc3a5837c86622ac,COc1cc(O)c(C(=O)CCc2ccccc2)c(O)c1OC,0.29850614340639064,0.7259589221018793
57ca273335e874823025c20dc82ee327,COc1cc2c(cc1OC)[C@H](O)N(C)c1c-2ccc2cc3c(cc12)OCO3,0.3493934050937548,0.7855601351610013
615a3f65bc1d6381faa06263329e09ff,CC(=O)O[C@H]1[C@H](OC(C)=O)[C@]2(C)C(=CC[C@H]2c2ccoc2)[C@]2(C)C(=O)C[C@H]3C(C)(C)O[C@H]4CC(=O)C[C@]43[C@@H]12,0.6577326942684452,0.506393530269578
38bac141639807bb15ae6cb6e3c25dd1,CC(=O)O[C@@H]1[C@@H]2[C@@]34CC(=O)C[C@@H]3OC(C)(C)[C@@H]4CC(=O)[C@@]2(C)[C@@]23O[C@@H]2C[C@@H](c2ccoc2)[C@]3(C)[C@H]1OC(C)=O,0.06685789882264062,0.49971041289646706
9d8249a438f0aa9b8346a9180e7c9838,CC(=O)O[C@H]1[C@H](OC(C)=O)[C@]2(C)C(=CC[C@H]2c2ccoc2)[C@]2(C)[C@H](OC(C)=O)C[C@H]3C(C)(C)O[C@H]4CC(=O)C[C@]43[C@@H]12,0.7269755806692529,0.6975851965564817
0ad6863dc865aeba200e71a9fb8ec39a,CC(C)=CCc1cc(C=CC(=O)c2ccc(O)cc2O)cc(O)c1O,0.46855799162017114,0.6486015475100932
a8b4921853907df945f8a792607d6759,COc1cc([C@@H]2CC(=O)c3ccc(O)cc3O2)cc(CC=C(C)C)c1O,0.18982669672403607,0.5321835992585061
cf83fbcd922f5a5903e47d7e55b20e87,CC[C@H](/C=C/[C@H](C)[C@H]1CC[C@@H]2[C@H]3CC=C4C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)[C@@H]3CC[C@@]21C)C(C)C,0.9037912374962576,0.3464810494686953
7482b352d19e43c823d5f9c70746611c,CC1(C)C(=O)C=C[C@]2(C)OO[C@@](C)(/C=C\C(=O)O)C[C@H]12,0.0038613806100060498,0.26777255349468665
73c9c4bedc01ecb95eb85274ac420785,C/C(=C/CO)C(=O)C[C@@H]1C(C)(C)C(=O)C=C[C@]1(C)O,0.00309980593672511,0.3998439615807982
037773f7d0d0a423d83ff3165c5765df,CCCCCCCCCC(=O)OC/C=C(/C)C(=O)C[C@@H]1C(C)(C)C(=O)C=C[C@]1(C)O,0.03712626458382142,0.45542740067298093
4f861062887c2e008f9a2533daa16a4c,COC(=O)C=Cc1ccc(O)cc1,0.021590971577896315,0.6953904035792853
e86d8ec3525960467b86c33e310a6b29,CC(C)[C@@]12C=C3CC[C@H]4[C@](C)(CO)CCC[C@]4(C)[C@]3(CC1)OO2,0.001201374334182763,0.33028168861859447
df78e9950713bf2342ca2c68876c2e1c,CC(C)=CCc1c(O)cc2c(c1O)C(=O)C1[C@@H](CC(=O)C(=O)C1(CC=C(C)C)CC=C(C)C)O2,0.04635502095098971,0.6295111559377645
6aac370a2f295644a228c3a991ce329b,C[C@H](O)Cc1ccc(O)c(O)c1C(=O)O,0.002463299031249053,0.36263510028999385
dc2429fcbe23d7533cf3d653fabf7362,C[C@@H]([C@H]1CC[C@H]2[C@@H]3CCC4C(=O)C(NC=O)=CC[C@]4(C)[C@H]3CC[C@]12C)N(C)C,0.0220459879361376,0.5915377824229859
5a0419c9b85399dc931046161f961ad8,COc1ccc2c(=O)c3cccc(O)c3oc2c1,0.5552079458877437,0.8308084754078181
201226eca6e52820cae14c182004fa5f,O=C(c1cc(O)ccc1O)c1c(O)cccc1O,0.009758920769102663,0.5535396501226664
e6bc52313aeb4fca17499ee3aebb65c3,COc1cccc2c(=O)c3ccc(O)cc3oc12,0.17902136153057727,0.6083645996953678
de3f746aba8d8fde31b049761199800d,C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1C/C=C(/C=O)CC=O,0.025750892281347824,0.22713318259743437
c61fd800a70f17bfc2fe111764b299ed,CC1(C)CCC[C@]2(C)[C@H]3CC=C(C=O)C[C@H](CO)[C@]3(C=O)CC[C@@H]12,0.03147603551899886,0.3801486607509668
d2dc3a8571ee544d1448ab4217dec9f2,C[C@@H]1O[C@@H](Oc2cc(O)c3c(=O)cc(-c4ccc(O)c(O)c4)oc3c2)[C@H](O)[C@H](O)[C@H]1O,0.8768527804564505,0.5409606982744073
8fc96e98328e43038ea8b2fc9b0fa4ef,CC1(C)CCC[C@]2(C)[C@H]3CC=C(C=O)C[C@H](CCO)[C@]3(C=O)CC[C@@H]12,0.05229999646031403,0.47991805767072654
f1a510586562e22cd3e9e11d19cf169f,COc1cc2[nH]c3ccccc3c(=O)c2c(O)c1OC,0.6581356497378983,0.717652951769127
5a9811448c9b2fee4e59cd377642a568,C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1C/C=C(\C=O)C(=O)O,0.008667075005319342,0.3088424748934776
178b8661b65c277870197c646b6a2900,C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1CC=C(C=O)C=O,0.019337807899337266,0.29583818106454934
60ad3b2151972c8cad75451f4decea96,C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1Cc1occc1C=O,0.010605499638113497,0.27934713531621047
b6ef2766df42ba9581c23e43bd612d64,COC(=O)C[C@@]1(C/C=C(\C)CCC=C(C)C)C[C@H](O)C=CC1=O,0.17123546168252907,0.4584017818013301
9c9e7a10808ac3560459dd1a6265b006,CC1(C)CCC[C@]2(C)[C@@H]1CC[C@@]13C[C@@H](CC[C@H]12)[C@@](C)(O)C3,0.11371730568199954,0.35245661238103515
67a00c9f8efe98c80e6ff0d0d92d094e,C=C1[C@@H]2CC[C@H]3[C@]4(C)CCC[C@@](C)(C(=O)O)[C@H]4CC[C@]3(C2)[C@H]1OC(C)=O,0.22595716076937966,0.38326558967021523
868b82d67e02afad86d5f77e3479b3eb,C=C1[C@@H]2CC[C@H]3[C@]4(C)CCC[C@@](C)(C(=O)O)[C@H]4CC[C@]3(C2)[C@H]1O,0.002088069842391909,0.26789653667034113
fa955eeccefca95e565e94e70a286397,C[C@H]1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O)[C@@H]2CC[C@@H]1[C@@H]3O,0.2241696065553245,0.4612966129695774
1e952aa311cd6bf9432c9c1cdea34188,C[C@@H]1[C@@H]2CC[C@H]3[C@]4(C)CCC[C@@](C)(C(=O)O)[C@H]4CC[C@]3(C2)[C@H]1O,0.07224602473858907,0.394534270095609
52ee23047d2b473c4217f181ae9a9799,C=C[C@@H]1CN2CCc3c([nH]c4ccc(O)cc34)C2C[C@H]1CCOC(C)=O,0.08495627468086582,0.6285728592874331
cf88c3480054b4c3101d93679273cdde,C=C1C(=O)C=C[C@]2(C)C[C@H]3C(=C)C(=O)O[C@@H]3C[C@H]12,0.011441369957196778,0.5202782718842228
a1bbae890b987fab4d0ebe37a52e0723,C=C(C)C(=O)O[C@H]1C[C@H](C)C2=CC[C@@](C)(/C=C3/OC(=O)C(COC(C)=O)=C31)O2,0.2315960502996143,0.40975813588683013
5baf913c92d64dc132efb899130ee7cc,CC(=O)OCC1=C2/C(=C\[C@]3(C)CC=C(O3)[C@@H](C)C[C@@H]2OC(=O)/C=C(\C)COC(C)=O)OC1=O,0.22473029493239838,0.48351881964751386
cca15e42ff55218bb9b87283e717c635,C=C(CO)C(=O)O[C@H]1C/C(COC(C)=O)=C\CC/C(C=O)=C\[C@H]2OC(=O)C(=C)[C@H]12,0.13432739603703572,0.4868051157649733
c0f1deeee16699221ce8ca41e644c4c7,C=CC[C@@]1(COC(C)=O)C[C@H](OC(=O)C(=C)CO)[C@H]2C(=C)C(=O)O[C@@H]2[C@H]1C(=C)C=O,0.07083070511587913,0.3547469140381704
